PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Is_Compliant,Order_Month,Total_Original_Cost,Total_Negotiated_Cost,Savings,Has_Defect,Row_Defect_Rate,Has_Delivery_Issue,Savings_Rate
PO-00533,Delta_Logistics,2023-10-01,2023-10-12,MRO,Delivered,1216,66.16,63.0,179.0,No,0,2023-10,80450.56,76608.0,3842.5599999999977,1,0.14720394736842105,0,0.04776299879081013
PO-00534,Alpha_Inc,2022-11-18,,Raw Materials,Delivered,1165,72.06,63.93,,Yes,1,2022-11,83949.90000000001,74478.45,9471.450000000012,0,,1,0.11282264779350554
PO-00535,Delta_Logistics,2023-11-11,2023-11-29,Packaging,Pending,1427,93.99,83.6,213.0,Yes,1,2023-11,134123.72999999998,119297.2,14826.529999999984,1,0.14926419060967064,1,0.11054367485902745
PO-00536,Epsilon_Group,2022-05-08,2022-05-10,Electronics,Delivered,883,29.15,25.75,14.0,Yes,1,2022-05,25739.449999999997,22737.25,3002.199999999997,1,0.015855039637599093,0,0.11663807890222974
PO-00537,Delta_Logistics,2022-11-04,2022-11-11,Packaging,Partially Delivered,1873,11.54,9.89,284.0,No,0,2022-11,21614.42,18523.97,3090.449999999997,1,0.15162840363053925,0,0.1429809358752165
PO-00538,Epsilon_Group,2023-06-04,2023-06-06,Office Supplies,Delivered,776,24.22,22.53,27.0,Yes,1,2023-06,18794.719999999998,17483.280000000002,1311.439999999995,1,0.03479381443298969,0,0.06977704376548281
PO-00539,Delta_Logistics,2022-11-13,2022-11-24,Electronics,Delivered,903,95.55,92.45,149.0,No,0,2022-11,86281.65,83482.35,2799.2999999999884,1,0.16500553709856036,0,0.03244374672946088
PO-00540,Epsilon_Group,2023-11-14,2023-11-26,Electronics,Delivered,100,98.4,85.76,3.0,Yes,1,2023-11,9840.0,8576.0,1264.0,1,0.03,0,0.12845528455284552
PO-00541,Epsilon_Group,2023-02-23,2023-03-08,Office Supplies,Delivered,1738,67.91,61.15,,Yes,1,2023-02,118027.57999999999,106278.7,11748.87999999999,0,,0,0.09954351347371514
PO-00542,Delta_Logistics,2022-12-01,2022-12-14,Packaging,Delivered,1771,67.57,61.48,280.0,No,0,2022-12,119666.46999999999,108881.07999999999,10785.39,1,0.15810276679841898,0,0.09012875536480687
PO-00543,Epsilon_Group,2023-02-17,2023-02-23,Electronics,Delivered,624,74.39,66.3,18.0,No,0,2023-02,46419.36,41371.2,5048.1600000000035,1,0.028846153846153848,0,0.10875117623336478
PO-00544,Alpha_Inc,2023-12-15,2023-12-31,Packaging,Partially Delivered,1263,28.75,27.1,26.0,Yes,1,2023-12,36311.25,34227.3,2083.949999999997,1,0.02058590657165479,0,0.05739130434782601
PO-00545,Gamma_Co,2022-10-30,2022-11-16,Electronics,Cancelled,1198,96.45,90.09,,Yes,1,2022-10,115547.1,107927.82,7619.279999999999,0,,1,0.06594090202177293
PO-00546,Epsilon_Group,2023-07-22,2023-07-25,Raw Materials,Delivered,199,51.98,45.64,,No,0,2023-07,10344.019999999999,9082.36,1261.659999999998,0,,0,0.12196998845709871
PO-00547,Epsilon_Group,2022-05-11,2022-05-14,MRO,Pending,363,45.37,38.73,,Yes,1,2022-05,16469.309999999998,14058.989999999998,2410.3199999999997,0,,1,0.14635221512012342
PO-00548,Alpha_Inc,2022-07-16,2022-07-22,Office Supplies,Delivered,619,58.4,51.04,,Yes,1,2022-07,36149.6,31593.76,4555.84,0,,0,0.12602739726027398
PO-00549,Alpha_Inc,2023-03-07,2023-03-18,MRO,Delivered,1415,15.22,13.56,30.0,Yes,1,2023-03,21536.3,19187.4,2348.899999999998,1,0.02120141342756184,0,0.10906701708278571
PO-00550,Beta_Supplies,2023-11-12,2023-11-23,Packaging,Delivered,354,27.71,23.87,39.0,No,0,2023-11,9809.34,8449.98,1359.3600000000006,1,0.11016949152542373,0,0.13857813063875862
PO-00551,Gamma_Co,2023-01-24,2023-02-03,MRO,Delivered,1765,81.01,78.43,78.0,Yes,1,2023-01,142982.65000000002,138428.95,4553.700000000012,1,0.04419263456090652,0,0.0318479200098754
PO-00552,Beta_Supplies,2023-11-25,2023-12-09,MRO,Delivered,731,19.37,17.3,69.0,No,0,2023-11,14159.470000000001,12646.300000000001,1513.17,1,0.09439124487004104,0,0.10686628807434176
PO-00553,Epsilon_Group,2022-06-28,2022-07-13,MRO,Delivered,887,65.89,59.67,29.0,Yes,1,2022-06,58444.43,52927.29,5517.139999999999,1,0.03269447576099211,0,0.09439975717104264
PO-00554,Alpha_Inc,2023-09-23,2023-09-25,MRO,Delivered,1856,35.29,32.41,26.0,Yes,1,2023-09,65498.24,60152.95999999999,5345.280000000006,1,0.014008620689655173,0,0.08160952111079635
PO-00555,Epsilon_Group,2023-08-06,2023-08-18,Office Supplies,Delivered,1127,49.32,46.49,30.0,Yes,1,2023-08,55583.64,52394.23,3189.409999999996,1,0.026619343389529725,0,0.05738037307380366
PO-00556,Delta_Logistics,2022-11-05,2022-11-19,Raw Materials,Delivered,1052,37.78,32.6,162.0,Yes,1,2022-11,39744.56,34295.200000000004,5449.359999999993,1,0.15399239543726237,0,0.13710958178930635
PO-00557,Gamma_Co,2023-02-20,2023-02-22,Raw Materials,Delivered,493,44.74,41.44,24.0,No,0,2023-02,22056.82,20429.92,1626.9000000000015,1,0.0486815415821501,0,0.07375949932945916
PO-00558,Delta_Logistics,2023-07-16,2023-07-29,MRO,Partially Delivered,662,81.44,71.33,87.0,Yes,1,2023-07,53913.28,47220.46,6692.82,1,0.13141993957703926,0,0.12414047151277013
PO-00559,Alpha_Inc,2022-01-01,2022-01-07,Raw Materials,Delivered,1042,36.74,35.78,33.0,Yes,1,2022-01,38283.08,37282.76,1000.3199999999997,1,0.03166986564299424,0,0.026129559063690792
PO-00560,Alpha_Inc,2022-11-08,,Raw Materials,Delivered,313,64.03,57.74,1.0,Yes,1,2022-11,20041.39,18072.62,1968.7700000000004,1,0.003194888178913738,1,0.09823520224894583
PO-00561,Alpha_Inc,2022-10-21,2022-11-10,Office Supplies,Delivered,1126,55.22,50.38,,Yes,1,2022-10,62177.72,56727.880000000005,5449.8399999999965,0,,0,0.08764940239043818
PO-00562,Gamma_Co,2022-08-04,2022-08-19,MRO,Delivered,1645,72.17,64.0,79.0,Yes,1,2022-08,118719.65000000001,105280.0,13439.650000000009,1,0.04802431610942249,0,0.11320493279756137
PO-00563,Beta_Supplies,2023-03-17,2023-03-20,Packaging,Delivered,1053,100.92,92.35,104.0,Yes,1,2023-03,106268.76,97244.54999999999,9024.210000000006,1,0.09876543209876543,0,0.0849187475227904
PO-00564,Epsilon_Group,2023-08-17,2023-08-29,MRO,Delivered,1693,83.14,73.3,62.0,Yes,1,2023-08,140756.02,124096.9,16659.119999999995,1,0.03662138216184288,0,0.11835458263170553
PO-00565,Epsilon_Group,2023-09-14,2023-10-03,Raw Materials,Pending,54,32.28,28.65,3.0,Yes,1,2023-09,1743.1200000000001,1547.1,196.0200000000002,1,0.05555555555555555,1,0.11245353159851312
PO-00566,Epsilon_Group,2023-11-02,2023-11-07,Packaging,Delivered,1176,14.22,12.21,33.0,Yes,1,2023-11,16722.72,14358.960000000001,2363.76,1,0.02806122448979592,0,0.14135021097046413
PO-00567,Epsilon_Group,2022-11-26,2022-12-08,Raw Materials,Delivered,1269,35.28,33.7,35.0,Yes,1,2022-11,44770.32,42765.3,2005.0199999999968,1,0.027580772261623327,0,0.04478458049886614
PO-00568,Epsilon_Group,2023-04-22,2023-04-25,Raw Materials,Delivered,823,68.32,64.46,19.0,Yes,1,2023-04,56227.35999999999,53050.579999999994,3176.779999999999,1,0.023086269744835967,0,0.05649882903981263
PO-00569,Beta_Supplies,2023-03-29,2023-04-15,Electronics,Delivered,926,15.65,13.49,94.0,No,0,2023-03,14491.9,12491.74,2000.1599999999999,1,0.10151187904967603,0,0.1380191693290735
PO-00570,Delta_Logistics,2023-03-29,2023-04-09,Electronics,Cancelled,1041,58.5,52.54,170.0,No,0,2023-03,60898.5,54694.14,6204.360000000001,1,0.1633045148895293,1,0.1018803418803419
PO-00571,Gamma_Co,2023-11-23,2023-12-01,Electronics,Pending,933,70.72,65.47,42.0,Yes,1,2023-11,65981.76,61083.51,4898.249999999993,1,0.04501607717041801,1,0.0742364253393664
PO-00572,Delta_Logistics,2022-08-07,,Raw Materials,Delivered,1423,41.48,40.9,199.0,Yes,1,2022-08,59026.03999999999,58200.7,825.3399999999965,1,0.1398453970484891,1,0.0139826422372227
PO-00573,Delta_Logistics,2023-06-08,2023-06-14,MRO,Delivered,96,86.13,80.32,12.0,No,0,2023-06,8268.48,7710.719999999999,557.7600000000002,1,0.125,0,0.06745617090444679
PO-00574,Epsilon_Group,2023-04-30,2023-05-13,MRO,Delivered,916,21.06,19.53,25.0,Yes,1,2023-04,19290.96,17889.48,1401.4799999999996,1,0.027292576419213975,0,0.07264957264957263
PO-00575,Epsilon_Group,2022-06-23,,Raw Materials,Delivered,872,17.18,16.63,20.0,Yes,1,2022-06,14980.96,14501.359999999999,479.60000000000036,1,0.022935779816513763,1,0.03201396973224682
PO-00576,Beta_Supplies,2023-11-06,2023-11-15,Electronics,Delivered,985,83.85,80.88,,No,0,2023-11,82592.25,79666.79999999999,2925.4500000000116,0,,0,0.035420393559928584
PO-00577,Gamma_Co,2022-03-28,2022-04-04,Raw Materials,Delivered,1893,55.14,50.1,98.0,Yes,1,2022-03,104380.02,94839.3,9540.720000000001,1,0.051769677760169046,0,0.09140369967355823
PO-00578,Alpha_Inc,2022-10-18,,MRO,Delivered,705,75.19,69.55,19.0,Yes,1,2022-10,53008.95,49032.75,3976.199999999997,1,0.02695035460992908,1,0.07500997473068222
PO-00579,Delta_Logistics,2023-06-12,2023-06-28,MRO,Delivered,318,53.31,51.78,,No,0,2023-06,16952.58,16466.04,486.5400000000009,0,,0,0.028700056274620196
PO-00580,Alpha_Inc,2023-11-11,2023-11-16,Office Supplies,Pending,419,35.72,32.74,7.0,Yes,1,2023-11,14966.68,13718.060000000001,1248.619999999999,1,0.016706443914081145,1,0.08342665173572221
PO-00581,Gamma_Co,2023-10-11,2023-10-26,MRO,Delivered,685,92.51,90.05,38.0,Yes,1,2023-10,63369.350000000006,61684.25,1685.1000000000058,1,0.05547445255474453,0,0.026591719814074245
PO-00582,Delta_Logistics,2023-09-27,2023-10-12,Office Supplies,Partially Delivered,1179,90.14,82.63,194.0,Yes,1,2023-09,106275.06,97420.76999999999,8854.290000000008,1,0.1645462256149279,0,0.08331484357665861
PO-00583,Alpha_Inc,2022-12-10,,Raw Materials,Delivered,1743,76.51,65.88,40.0,Yes,1,2022-12,133356.93000000002,114828.84,18528.090000000026,1,0.022948938611589215,1,0.13893608678604122
PO-00584,Alpha_Inc,2022-04-06,2022-04-17,MRO,Delivered,1732,35.01,34.18,40.0,Yes,1,2022-04,60637.32,59199.76,1437.5599999999977,1,0.023094688221709007,0,0.02370751213938871
PO-00585,Beta_Supplies,2022-08-29,2022-09-01,Office Supplies,Delivered,706,65.33,62.06,60.0,No,0,2022-08,46122.979999999996,43814.36,2308.6199999999953,1,0.08498583569405099,0,0.05005357416194694
PO-00586,Gamma_Co,2023-11-20,2023-11-30,MRO,Cancelled,169,47.16,43.4,,Yes,1,2023-11,7970.039999999999,7334.599999999999,635.4399999999996,0,,1,0.0797285835453774
PO-00587,Gamma_Co,2022-11-14,2022-11-20,Office Supplies,Pending,880,19.15,18.69,,No,0,2022-11,16852.0,16447.2,404.7999999999993,0,,1,0.02402088772845949
PO-00588,Gamma_Co,2022-08-19,2022-08-25,MRO,Delivered,1860,95.8,92.17,105.0,No,0,2022-08,178188.0,171436.2,6751.799999999988,1,0.056451612903225805,0,0.037891440501043774
PO-00589,Delta_Logistics,2022-07-23,2022-08-09,MRO,Delivered,1677,22.98,21.71,246.0,Yes,1,2022-07,38537.46,36407.67,2129.790000000001,1,0.14669051878354203,0,0.05526544821583988
PO-00590,Beta_Supplies,2022-05-31,2022-06-07,Packaging,Partially Delivered,1131,97.43,91.28,103.0,Yes,1,2022-05,110193.33,103237.68000000001,6955.649999999994,1,0.09106984969053934,0,0.06312224160936052
PO-00591,Epsilon_Group,2022-01-26,2022-02-03,Raw Materials,Cancelled,1419,50.14,43.46,,Yes,1,2022-01,71148.66,61669.74,9478.920000000006,0,,1,0.13322696449940175
PO-00592,Delta_Logistics,2022-02-17,2022-02-18,Raw Materials,Pending,790,26.8,25.62,115.0,Yes,1,2022-02,21172.0,20239.8,932.2000000000007,1,0.14556962025316456,1,0.04402985074626869
PO-00593,Gamma_Co,2022-09-08,2022-09-27,MRO,Pending,1547,61.12,53.43,77.0,Yes,1,2022-09,94552.64,82656.21,11896.429999999993,1,0.049773755656108594,1,0.12581806282722505
PO-00594,Delta_Logistics,2023-05-02,2023-05-20,Office Supplies,Cancelled,166,95.65,94.48,23.0,Yes,1,2023-05,15877.900000000001,15683.68,194.22000000000116,1,0.13855421686746988,1,0.012232096184004254
PO-00595,Alpha_Inc,2023-09-18,2023-09-21,Electronics,Delivered,1903,83.49,82.33,43.0,Yes,1,2023-09,158881.47,156673.99,2207.4800000000105,1,0.02259590120861797,0,0.013893879506527793
PO-00596,Delta_Logistics,2022-03-16,2022-03-29,Office Supplies,Partially Delivered,840,83.42,80.35,153.0,Yes,1,2022-03,70072.8,67494.0,2578.800000000003,1,0.18214285714285713,0,0.0368017262047471
PO-00597,Delta_Logistics,2023-04-12,,MRO,Delivered,1200,74.49,64.63,161.0,Yes,1,2023-04,89388.0,77556.0,11832.0,1,0.13416666666666666,1,0.13236676063901195
PO-00598,Gamma_Co,2023-03-01,2023-03-18,Raw Materials,Delivered,1466,77.37,70.35,72.0,Yes,1,2023-03,113424.42000000001,103133.09999999999,10291.320000000022,1,0.04911323328785812,0,0.09073284218689433
PO-00599,Alpha_Inc,2023-10-07,2023-10-21,Office Supplies,Delivered,1981,95.5,94.39,49.0,Yes,1,2023-10,189185.5,186986.59,2198.9100000000035,1,0.024734982332155476,0,0.011623036649214678
PO-00600,Gamma_Co,2023-08-13,2023-08-16,Packaging,Delivered,1062,35.55,32.38,,Yes,1,2023-08,37754.1,34387.560000000005,3366.5399999999936,0,,0,0.08917018284106876
PO-00601,Alpha_Inc,2022-07-19,2022-07-30,MRO,Delivered,1714,55.67,55.09,42.0,Yes,1,2022-07,95418.38,94424.26000000001,994.1199999999953,1,0.024504084014002333,0,0.01041853781210701
PO-00602,Alpha_Inc,2023-12-15,2023-12-30,Office Supplies,Delivered,1131,33.35,31.28,23.0,Yes,1,2023-12,37718.85,35377.68,2341.1699999999983,1,0.020335985853227233,0,0.06206896551724134
PO-00603,Alpha_Inc,2023-01-29,2023-02-15,Office Supplies,Delivered,683,104.82,101.34,,Yes,1,2023-01,71592.06,69215.22,2376.8399999999965,0,,0,0.033199771036061775
PO-00604,Gamma_Co,2023-05-22,2023-06-09,Packaging,Partially Delivered,562,102.56,90.88,38.0,Yes,1,2023-05,57638.72,51074.56,6564.1600000000035,1,0.06761565836298933,0,0.11388455538221534
PO-00605,Alpha_Inc,2023-02-14,2023-02-20,Electronics,Delivered,1824,14.43,14.11,36.0,Yes,1,2023-02,26320.32,25736.64,583.6800000000003,1,0.019736842105263157,0,0.022176022176022187
PO-00606,Beta_Supplies,2022-09-07,2022-09-12,Electronics,Partially Delivered,851,76.44,74.76,91.0,Yes,1,2022-09,65050.439999999995,63620.76,1429.679999999993,1,0.10693301997649823,0,0.021978021978021872
PO-00607,Beta_Supplies,2022-06-01,2022-06-03,Office Supplies,Delivered,1169,95.6,82.16,103.0,Yes,1,2022-06,111756.4,96045.04,15711.36,1,0.08810949529512403,0,0.14058577405857742
PO-00608,Epsilon_Group,2023-11-03,2023-11-20,MRO,Delivered,1711,29.14,26.35,48.0,Yes,1,2023-11,49858.54,45084.850000000006,4773.689999999995,1,0.028053769725306838,0,0.09574468085106373
PO-00609,Beta_Supplies,2023-12-06,2023-12-12,Packaging,Pending,1191,68.14,61.71,112.0,Yes,1,2023-12,81154.74,73496.61,7658.130000000005,1,0.09403862300587741,1,0.09436454358673325
PO-00610,Epsilon_Group,2022-01-06,2022-01-14,Electronics,Delivered,609,92.39,82.75,29.0,Yes,1,2022-01,56265.51,50394.75,5870.760000000002,1,0.047619047619047616,0,0.10434029656889277
PO-00611,Beta_Supplies,2022-04-20,2022-05-07,Office Supplies,Delivered,1674,13.25,11.77,181.0,Yes,1,2022-04,22180.5,19702.98,2477.5200000000004,1,0.1081242532855436,0,0.11169811320754719
PO-00612,Gamma_Co,2023-03-12,2023-03-15,MRO,Delivered,537,77.86,71.18,20.0,Yes,1,2023-03,41810.82,38223.66,3587.159999999996,1,0.037243947858473,0,0.08579501669663489
PO-00613,Epsilon_Group,2022-08-13,2022-08-31,Electronics,Delivered,1310,38.05,37.0,45.0,Yes,1,2022-08,49845.49999999999,48470.0,1375.4999999999927,1,0.03435114503816794,0,0.027595269382391447
PO-00614,Delta_Logistics,2022-06-30,2022-07-10,Raw Materials,Delivered,1958,95.53,91.72,308.0,Yes,1,2022-06,187047.74,179587.76,7459.979999999981,1,0.15730337078651685,0,0.03988275934261479
PO-00615,Delta_Logistics,2023-12-14,2023-12-17,Office Supplies,Delivered,946,108.6,101.78,146.0,Yes,1,2023-12,102735.59999999999,96283.88,6451.719999999987,1,0.1543340380549683,0,0.06279926335174942
PO-00616,Beta_Supplies,2023-06-15,2023-06-21,Packaging,Partially Delivered,1345,103.06,95.14,,Yes,1,2023-06,138615.7,127963.3,10652.400000000009,0,,0,0.07684843780322148
PO-00617,Delta_Logistics,2023-04-21,2023-05-10,MRO,Delivered,1262,56.63,51.46,,No,0,2023-04,71467.06,64942.520000000004,6524.539999999994,0,,0,0.09129436694331618
PO-00618,Beta_Supplies,2022-02-21,2022-03-13,Office Supplies,Pending,753,88.02,79.92,75.0,Yes,1,2022-02,66279.06,60179.76,6099.299999999996,1,0.099601593625498,1,0.09202453987730055
PO-00619,Beta_Supplies,2023-07-25,2023-08-14,Electronics,Delivered,1520,93.75,81.63,149.0,Yes,1,2023-07,142500.0,124077.59999999999,18422.40000000001,1,0.09802631578947368,0,0.12928000000000006
PO-00620,Delta_Logistics,2022-09-13,2022-10-02,Office Supplies,Delivered,630,40.27,37.54,76.0,Yes,1,2022-09,25370.100000000002,23650.2,1719.9000000000015,1,0.12063492063492064,0,0.06779240129128389
PO-00621,Delta_Logistics,2022-05-05,2022-05-06,Office Supplies,Delivered,839,86.29,82.51,110.0,Yes,1,2022-05,72397.31000000001,69225.89,3171.420000000013,1,0.13110846245530394,0,0.04380577123652816
PO-00622,Alpha_Inc,2023-04-13,2023-05-02,Electronics,Delivered,910,14.33,14.07,27.0,Yes,1,2023-04,13040.3,12803.7,236.59999999999854,1,0.02967032967032967,0,0.018143754361479303
PO-00623,Epsilon_Group,2022-05-17,2022-05-24,Raw Materials,Delivered,296,64.94,63.61,,Yes,1,2022-05,19222.239999999998,18828.56,393.67999999999665,0,,0,0.02048044348629487
PO-00624,Beta_Supplies,2023-04-21,2023-05-05,MRO,Delivered,1149,33.0,30.65,141.0,Yes,1,2023-04,37917.0,35216.85,2700.1500000000015,1,0.1227154046997389,0,0.07121212121212125
PO-00625,Delta_Logistics,2023-11-15,2023-11-16,Electronics,Delivered,203,23.14,20.0,,No,0,2023-11,4697.42,4060.0,637.4200000000001,0,,0,0.13569576490924806
PO-00626,Epsilon_Group,2023-06-28,2023-07-16,Office Supplies,Delivered,1729,18.36,16.34,47.0,Yes,1,2023-06,31744.44,28251.86,3492.579999999998,1,0.027183342972816656,0,0.11002178649237468
PO-00627,Delta_Logistics,2023-07-27,2023-08-06,Office Supplies,Delivered,1508,79.21,73.27,226.0,Yes,1,2023-07,119448.68,110491.15999999999,8957.520000000004,1,0.14986737400530503,0,0.0749905314985482
PO-00628,Delta_Logistics,2023-09-02,2023-09-15,Packaging,Partially Delivered,1046,44.65,40.1,165.0,No,0,2023-09,46703.9,41944.6,4759.300000000003,1,0.1577437858508604,0,0.10190369540873466
PO-00629,Alpha_Inc,2022-11-21,2022-11-24,Office Supplies,Delivered,1159,78.99,71.69,14.0,Yes,1,2022-11,91549.40999999999,83088.70999999999,8460.699999999997,1,0.012079378774805867,0,0.09241676161539433
PO-00630,Beta_Supplies,2023-03-30,2023-04-05,Electronics,Delivered,746,16.99,15.35,69.0,No,0,2023-03,12674.539999999999,11451.1,1223.4399999999987,1,0.09249329758713137,0,0.09652736904061203
PO-00631,Beta_Supplies,2023-09-20,2023-10-06,Packaging,Delivered,1358,42.21,38.75,128.0,Yes,1,2023-09,57321.18,52622.5,4698.68,1,0.09425625920471281,0,0.08197109689647003
PO-00632,Gamma_Co,2023-06-01,2023-06-12,Office Supplies,Delivered,1293,63.53,59.42,79.0,Yes,1,2023-06,82144.29000000001,76830.06,5314.2300000000105,1,0.06109822119102862,0,0.06469384542735727
PO-00633,Alpha_Inc,2023-03-13,2023-03-24,Electronics,Delivered,1142,86.85,74.28,30.0,Yes,1,2023-03,99182.7,84827.76,14354.940000000002,1,0.02626970227670753,0,0.1447322970639033
PO-00634,Epsilon_Group,2023-07-16,2023-07-27,MRO,Delivered,1120,42.17,37.47,33.0,Yes,1,2023-07,47230.4,41966.4,5264.0,1,0.029464285714285714,0,0.11145364002845624
PO-00635,Alpha_Inc,2023-04-02,2023-04-14,MRO,Delivered,1058,71.3,62.04,,Yes,1,2023-04,75435.4,65638.31999999999,9797.080000000002,0,,0,0.12987377279102388
PO-00636,Epsilon_Group,2022-06-12,,Office Supplies,Delivered,143,91.98,86.02,5.0,Yes,1,2022-06,13153.140000000001,12300.859999999999,852.2800000000025,1,0.03496503496503497,1,0.06479669493368141
PO-00637,Beta_Supplies,2023-05-02,2023-05-14,MRO,Delivered,1823,70.66,66.92,202.0,Yes,1,2023-05,128813.18,121995.16,6818.0199999999895,1,0.11080636313768513,0,0.052929521652986054
PO-00638,Gamma_Co,2023-04-06,2023-04-10,Office Supplies,Delivered,1007,33.29,28.48,49.0,Yes,1,2023-04,33523.03,28679.36,4843.669999999998,1,0.04865938430983118,0,0.14448783418443972
PO-00639,Gamma_Co,2022-09-23,2022-10-08,Packaging,Delivered,1061,12.68,12.36,56.0,No,0,2022-09,13453.48,13113.96,339.52000000000044,1,0.0527803958529689,0,0.025236593059936942
PO-00640,Beta_Supplies,2022-09-11,2022-09-26,MRO,Pending,502,91.84,82.33,,Yes,1,2022-09,46103.68,41329.659999999996,4774.020000000004,0,,1,0.10354965156794434
PO-00641,Delta_Logistics,2023-10-15,2023-10-19,Packaging,Delivered,1277,13.17,11.63,199.0,No,0,2023-10,16818.09,14851.51,1966.58,1,0.1558339859044636,0,0.11693242217160212
PO-00642,Alpha_Inc,2022-10-11,2022-10-24,Packaging,Delivered,961,92.72,88.49,22.0,Yes,1,2022-10,89103.92,85038.89,4065.029999999999,1,0.022892819979188347,0,0.045621225194132864
PO-00643,Gamma_Co,2023-06-18,2023-07-02,Packaging,Delivered,267,62.5,61.18,17.0,Yes,1,2023-06,16687.5,16335.06,352.4400000000005,1,0.06367041198501873,0,0.02112000000000003
PO-00644,Delta_Logistics,2023-05-12,2023-05-18,Raw Materials,Cancelled,523,102.08,99.59,,Yes,1,2023-05,53387.84,52085.57,1302.2699999999968,0,,1,0.024392633228840065
PO-00645,Epsilon_Group,2023-10-04,2023-10-23,Electronics,Pending,481,90.49,77.17,,Yes,1,2023-10,43525.689999999995,37118.770000000004,6406.919999999991,0,,1,0.14719858547905826
PO-00646,Gamma_Co,2022-09-02,2022-09-09,Office Supplies,Delivered,390,103.81,100.12,20.0,Yes,1,2022-09,40485.9,39046.8,1439.0999999999985,1,0.05128205128205128,0,0.03554570850592425
PO-00647,Epsilon_Group,2022-10-09,2022-10-25,Packaging,Delivered,600,43.43,38.76,22.0,Yes,1,2022-10,26058.0,23256.0,2802.0,1,0.03666666666666667,0,0.10752935758692149
PO-00648,Delta_Logistics,2023-03-27,,Office Supplies,Delivered,1685,84.58,75.21,253.0,No,0,2023-03,142517.3,126728.84999999999,15788.449999999997,1,0.15014836795252226,1,0.11078269094348545
PO-00649,Epsilon_Group,2022-03-21,2022-03-31,Packaging,Cancelled,1362,46.64,42.85,33.0,Yes,1,2022-03,63523.68,58361.700000000004,5161.979999999996,1,0.024229074889867842,1,0.08126072041166374
PO-00650,Delta_Logistics,2024-01-01,2024-01-04,Electronics,Pending,1327,59.57,56.44,169.0,Yes,1,2024-01,79049.39,74895.87999999999,4153.510000000009,1,0.12735493594574226,1,0.052543226456270055
PO-00651,Epsilon_Group,2022-10-20,,MRO,Delivered,1807,69.47,60.0,50.0,Yes,1,2022-10,125532.29,108420.0,17112.289999999994,1,0.02767017155506364,1,0.13631783503670644
PO-00652,Alpha_Inc,2022-08-29,2022-09-06,Office Supplies,Pending,406,91.73,89.13,,Yes,1,2022-08,37242.380000000005,36186.78,1055.6000000000058,0,,1,0.028344053199607696
PO-00653,Gamma_Co,2022-10-06,2022-10-18,Raw Materials,Partially Delivered,72,103.0,89.49,1.0,No,0,2022-10,7416.0,6443.28,972.7200000000003,1,0.013888888888888888,0,0.13116504854368935
PO-00654,Gamma_Co,2022-12-10,2022-12-20,Office Supplies,Delivered,1835,83.5,82.36,85.0,No,0,2022-12,153222.5,151130.6,2091.899999999994,1,0.04632152588555858,0,0.013652694610778405
PO-00655,Delta_Logistics,2022-11-24,2022-12-10,Electronics,Pending,571,49.98,45.58,,No,0,2022-11,28538.579999999998,26026.18,2512.399999999998,0,,1,0.08803521408563418
PO-00656,Epsilon_Group,2023-07-08,2023-07-09,Packaging,Delivered,1831,52.24,50.44,60.0,Yes,1,2023-07,95651.44,92355.64,3295.800000000003,1,0.03276897870016385,0,0.03445635528330784
PO-00657,Beta_Supplies,2022-03-24,2022-04-07,Office Supplies,Pending,1910,77.15,68.49,170.0,Yes,1,2022-03,147356.5,130815.9,16540.600000000006,1,0.08900523560209424,1,0.11224886584575507
PO-00658,Gamma_Co,2022-05-22,2022-05-31,Electronics,Partially Delivered,1173,32.12,29.18,,Yes,1,2022-05,37676.759999999995,34228.14,3448.6199999999953,0,,0,0.09153175591531745
PO-00659,Epsilon_Group,2022-06-04,2022-06-17,Packaging,Partially Delivered,851,20.44,19.22,22.0,Yes,1,2022-06,17394.440000000002,16356.22,1038.220000000003,1,0.025851938895417155,0,0.059686888454011905
PO-00660,Epsilon_Group,2022-08-25,2022-09-07,MRO,Cancelled,1253,43.38,38.01,34.0,Yes,1,2022-08,54355.14000000001,47626.53,6728.610000000008,1,0.02713487629688747,1,0.12378976486860317
PO-00661,Alpha_Inc,2023-01-28,2023-02-15,Electronics,Delivered,1296,38.0,33.42,33.0,Yes,1,2023-01,49248.0,43312.32,5935.68,1,0.02546296296296296,0,0.12052631578947369
PO-00662,Beta_Supplies,2023-12-12,2023-12-30,Raw Materials,Delivered,1979,40.88,39.46,221.0,Yes,1,2023-12,80901.52,78091.34,2810.1800000000076,1,0.11167256189994947,0,0.0347358121330725
PO-00663,Gamma_Co,2022-06-06,2022-06-19,Office Supplies,Delivered,811,31.8,30.33,58.0,Yes,1,2022-06,25789.8,24597.629999999997,1192.170000000002,1,0.07151664611590629,0,0.046226415094339696
PO-00664,Alpha_Inc,2023-12-25,2024-01-12,Electronics,Delivered,1732,15.37,14.7,38.0,Yes,1,2023-12,26620.84,25460.399999999998,1160.4400000000023,1,0.021939953810623556,0,0.043591411841249275
PO-00665,Beta_Supplies,2022-08-08,2022-08-28,Packaging,Delivered,491,12.01,11.67,47.0,Yes,1,2022-08,5896.91,5729.97,166.9399999999996,1,0.09572301425661914,0,0.02830974188176513
